,ApprovedDate,Counts
1177,03/24/2022,2042
1178,03/25/2022,1865
1179,03/26/2022,749
1180,03/27/2022,1045
1181,03/28/2022,2091
1182,03/29/2022,1895
1183,03/30/2022,2508
1184,03/31/2022,2043
1185,04/01/2022,1563
1186,04/02/2022,970
1187,04/03/2022,949
1188,04/04/2022,1659
1189,04/05/2022,1943
1190,04/06/2022,2412
1191,04/07/2022,2101
1192,04/08/2022,1873
1193,04/09/2022,737
1194,04/10/2022,999
1195,04/11/2022,1915
1196,04/12/2022,1981
1197,04/13/2022,2515
1198,04/14/2022,2066
1199,04/15/2022,1801
1200,04/16/2022,741
1201,04/17/2022,796
1202,04/18/2022,1450
1203,04/19/2022,2100
1204,04/20/2022,2137
1205,04/21/2022,2290
1206,04/22/2022,2119
1207,04/23/2022,392
1208,04/24/2022,724
1209,04/25/2022,1448
1210,04/26/2022,1807
1211,04/27/2022,2085
1212,04/28/2022,1631
1213,04/29/2022,2070
1214,04/30/2022,518
1215,05/01/2022,563
1216,05/02/2022,1843
1217,05/03/2022,1748
1218,05/04/2022,2405
1219,05/05/2022,1703
1220,05/06/2022,2014
1221,05/07/2022,957
1222,05/08/2022,810
1223,05/09/2022,1791
1224,05/10/2022,1910
1225,05/11/2022,1877
1226,05/12/2022,1703
1227,05/13/2022,2168
1228,05/14/2022,693
1229,05/15/2022,845
1230,05/16/2022,1697
1231,05/17/2022,1904
1232,05/18/2022,2395
1233,05/19/2022,1515
1234,05/20/2022,1912
1235,05/21/2022,751
1236,05/22/2022,1025
1237,05/23/2022,1575
1238,05/24/2022,2408
1239,05/25/2022,2701
1240,05/26/2022,1793
1241,05/27/2022,2009
1242,05/28/2022,639
1243,05/29/2022,901
1244,05/30/2022,281
1245,05/31/2022,2249
1246,06/01/2022,2544
1247,06/02/2022,2105
1248,06/03/2022,1810
1249,06/04/2022,655
1250,06/05/2022,997
1251,06/06/2022,2102
1252,06/07/2022,2120
1253,06/08/2022,2299
1254,06/09/2022,1868
1255,06/10/2022,2351
1256,06/11/2022,759
1257,06/12/2022,577
1258,06/13/2022,1755
1259,06/14/2022,2076
1260,06/15/2022,2214
1261,06/16/2022,2548
1262,06/17/2022,2246
1263,06/18/2022,682
1264,06/19/2022,903
1265,06/20/2022,277
1266,06/21/2022,1550
1267,06/22/2022,2173
1268,06/23/2022,2027
1269,06/24/2022,2019
1270,06/25/2022,765
1271,06/26/2022,1261
1272,06/27/2022,2186
1273,06/28/2022,2401
1274,06/29/2022,2965
1275,06/30/2022,1825
1276,07/01/2022,2035
1277,07/02/2022,692
1278,07/03/2022,913
1279,07/04/2022,508
1280,07/05/2022,1924
1281,07/06/2022,2078
1282,07/07/2022,1944
1283,07/08/2022,2190
1284,07/09/2022,781
1285,07/10/2022,1148
1286,07/11/2022,1966
1287,07/12/2022,2239
1288,07/13/2022,1916
1289,07/14/2022,1805
1290,07/15/2022,1829
1291,07/16/2022,838
1292,07/17/2022,745
1293,07/18/2022,1509
1294,07/19/2022,2498
1295,07/20/2022,2222
1296,07/21/2022,1698
1297,07/22/2022,2020
1298,07/23/2022,499
1299,07/24/2022,1090
1300,07/25/2022,1791
1301,07/26/2022,1882
1302,07/27/2022,2082
1303,07/28/2022,1678
1304,07/29/2022,1943
1305,07/30/2022,701
1306,07/31/2022,866
1307,08/01/2022,2225
1308,08/02/2022,2535
1309,08/03/2022,2032
1310,08/04/2022,1875
1311,08/05/2022,1779
1312,08/06/2022,1141
1313,08/07/2022,960
1314,08/08/2022,1732
1315,08/09/2022,1627
1316,08/10/2022,1992
1317,08/11/2022,2107
1318,08/12/2022,1866
1319,08/13/2022,650
1320,08/14/2022,1129
1321,08/15/2022,1687
1322,08/16/2022,1881
1323,08/17/2022,2170
1324,08/18/2022,1552
1325,08/19/2022,2168
1326,08/20/2022,539
1327,08/21/2022,988
1328,08/22/2022,2066
1329,08/23/2022,1526
1330,08/24/2022,2417
1331,08/25/2022,2099
1332,08/26/2022,2119
1333,08/27/2022,704
1334,08/28/2022,1285
1335,08/29/2022,1973
1336,08/30/2022,2254
1337,08/31/2022,2166
1338,09/01/2022,2035
1339,09/02/2022,2519
1340,09/03/2022,757
1341,09/04/2022,1202
1342,09/05/2022,424
1343,09/06/2022,1629
1344,09/07/2022,2569
1345,09/08/2022,2206
1346,09/09/2022,2390
1347,09/10/2022,611
1348,09/11/2022,865
1349,09/12/2022,1988
1350,09/13/2022,2910
1351,09/14/2022,2277
1352,09/15/2022,2297
1353,09/16/2022,2303
1354,09/17/2022,716
1355,09/18/2022,1194
1356,09/19/2022,2087
1357,09/20/2022,2556
1358,09/21/2022,1694
1359,09/22/2022,2670
1360,09/23/2022,2123
1361,09/24/2022,826
1362,09/25/2022,1116
1363,09/26/2022,1974
1364,09/27/2022,2333
1365,09/28/2022,1886
1366,09/29/2022,2742
1367,09/30/2022,2369
1368,10/01/2022,804
1369,10/02/2022,1692
1370,10/03/2022,1956
1371,10/04/2022,2220
1372,10/05/2022,1765
1373,10/06/2022,2451
1374,10/07/2022,2002
1375,10/08/2022,971
1376,10/09/2022,1005
1377,10/10/2022,438
1378,10/11/2022,2055
1379,10/12/2022,2997
1380,10/13/2022,2175
1381,10/14/2022,2117
1382,10/15/2022,1189
1383,10/16/2022,1048
1384,10/17/2022,2296
1385,10/18/2022,2037
1386,10/19/2022,2769
1387,10/20/2022,2256
1388,10/21/2022,2094
1389,10/22/2022,887
1390,10/23/2022,948
1391,10/24/2022,2356
1392,10/25/2022,1881
1393,10/26/2022,2598
1394,10/27/2022,2405
1395,10/28/2022,2349
1396,10/29/2022,1101
1397,10/30/2022,1043
1398,10/31/2022,1981
1399,11/01/2022,2000
1400,11/02/2022,9759
1401,11/03/2022,9534
1402,11/04/2022,9592
1403,11/05/2022,1181
1404,11/06/2022,1260
1405,11/07/2022,9407
1406,11/08/2022,308
1407,11/09/2022,9595
1408,11/10/2022,9161
1409,11/11/2022,216
1410,11/12/2022,971
1411,11/13/2022,844
1412,11/14/2022,9611
1413,11/15/2022,8778
1414,11/16/2022,9229
1415,11/17/2022,8777
1416,11/18/2022,8508
1417,11/19/2022,907
1418,11/20/2022,928
1419,11/21/2022,3985
1420,11/22/2022,2218
1421,11/23/2022,2346
1422,11/24/2022,260
1423,11/25/2022,1354
1424,11/26/2022,711
1425,11/27/2022,850
1426,11/28/2022,1740
1427,11/29/2022,1849
1428,11/30/2022,2321
1429,12/01/2022,2260
1430,12/02/2022,1783
1431,12/03/2022,665
1432,12/04/2022,1110
1433,12/05/2022,1944
1434,12/06/2022,2051
1435,12/07/2022,2197
1436,12/08/2022,1820
1437,12/09/2022,1749
1438,12/10/2022,615
1439,12/11/2022,1080
1440,12/12/2022,1638
1441,12/13/2022,1327
1442,12/14/2022,2303
1443,12/15/2022,1780
1444,12/16/2022,2049
1445,12/17/2022,812
1446,12/18/2022,873
1447,12/19/2022,1948
1448,12/20/2022,1873
1449,12/21/2022,2241
1450,12/22/2022,1646
1451,12/23/2022,1587
1452,12/24/2022,874
1453,12/25/2022,1098
1454,12/26/2022,490
1455,12/27/2022,1675
1456,12/28/2022,2387
1457,12/29/2022,2313
1458,12/30/2022,1620
1459,12/31/2022,937
1460,01/01/2023,614
1461,01/02/2023,598
1462,01/03/2023,1834
1463,01/04/2023,2469
1464,01/05/2023,2277
1465,01/06/2023,2119
1466,01/07/2023,777
1467,01/08/2023,1165
1468,01/09/2023,1773
1469,01/10/2023,1817
1470,01/11/2023,2547
1471,01/12/2023,2303
1472,01/13/2023,1825
1473,01/14/2023,1029
1474,01/15/2023,1277
1475,01/16/2023,567
1476,01/17/2023,2359
1477,01/18/2023,2414
1478,01/19/2023,2074
1479,01/20/2023,1858
1480,01/21/2023,848
1481,01/22/2023,998
1482,01/23/2023,1431
1483,01/24/2023,1705
1484,01/25/2023,2456
1485,01/26/2023,2537
1486,01/27/2023,2090
1487,01/28/2023,724
1488,01/29/2023,1172
1489,01/30/2023,1837
1490,01/31/2023,2411
1491,02/01/2023,2496
1492,02/02/2023,2116
1493,02/03/2023,2456
1494,02/04/2023,1396
1495,02/05/2023,1352
1496,02/06/2023,2206
1497,02/07/2023,1661
1498,02/08/2023,2439
1499,02/09/2023,2498
1500,02/10/2023,2562
1501,02/11/2023,647
1502,02/12/2023,1183
1503,02/13/2023,1861
1504,02/14/2023,2220
1505,02/15/2023,2543
1506,02/16/2023,2025
1507,02/17/2023,2330
1508,02/18/2023,1027
1509,02/19/2023,1123
1510,02/20/2023,810
1511,02/21/2023,1623
1512,02/22/2023,2503
1513,02/23/2023,2158
1514,02/24/2023,2416
1515,02/25/2023,725
1516,02/26/2023,1066
1517,02/27/2023,2291
1518,02/28/2023,2465
1519,03/01/2023,2670
1520,03/02/2023,1814
1521,03/03/2023,2259
1522,03/04/2023,810
1523,03/05/2023,1079
1524,03/06/2023,2030
1525,03/07/2023,1867
1526,03/08/2023,2452
1527,03/09/2023,1826
1528,03/10/2023,1864
1529,03/11/2023,869
1530,03/12/2023,993
1531,03/13/2023,2256
1532,03/14/2023,1910
1533,03/15/2023,9353
1534,03/16/2023,8494
1535,03/17/2023,9228
1536,03/18/2023,899
1537,03/19/2023,1043
1538,03/20/2023,8417
1539,03/21/2023,8784
1540,03/22/2023,9301
1541,03/23/2023,8912
1542,03/24/2023,9166
1543,03/25/2023,682
1544,03/26/2023,879
1545,03/27/2023,8977
1546,03/28/2023,8953
1547,03/29/2023,9353
1548,03/30/2023,9170
1549,03/31/2023,9335
1550,04/01/2023,841
1551,04/02/2023,1079
1552,04/03/2023,2277
1553,04/04/2023,1951
1554,04/05/2023,2342
1555,04/06/2023,2000
1556,04/07/2023,2161
1557,04/08/2023,797
1558,04/09/2023,853
1559,04/10/2023,1850
1560,04/11/2023,2320
1561,04/12/2023,2412
1562,04/13/2023,2055
1563,04/14/2023,2101
1564,04/15/2023,627
1565,04/16/2023,657
1566,04/17/2023,1849
1567,04/18/2023,1991
1568,04/19/2023,2326
1569,04/20/2023,2297
1570,04/21/2023,1616
1571,04/22/2023,816
1572,04/23/2023,1193
1573,04/24/2023,1741
1574,04/25/2023,2068
1575,04/26/2023,2622
1576,04/27/2023,1861
1577,04/28/2023,1814
1578,04/29/2023,882
1579,04/30/2023,954
1580,05/01/2023,2082
1581,05/02/2023,2243
1582,05/03/2023,3071
1583,05/04/2023,2292
1584,05/05/2023,2406
1585,05/06/2023,814
1586,05/07/2023,1562
1587,05/08/2023,2071
1588,05/09/2023,1993
1589,05/10/2023,2629
1590,05/11/2023,2317
1591,05/12/2023,2297
1592,05/13/2023,1066
1593,05/14/2023,1409
1594,05/15/2023,2295
1595,05/16/2023,2215
1596,05/17/2023,2429
1597,05/18/2023,2090
1598,05/19/2023,2233
1599,05/20/2023,770
1600,05/21/2023,1178
1601,05/22/2023,1842
1602,05/23/2023,1647
1603,05/24/2023,2453
1604,05/25/2023,2124
1605,05/26/2023,2071
1606,05/27/2023,1397
1607,05/28/2023,1528
1608,05/29/2023,292
1609,05/30/2023,1997
1610,05/31/2023,3053
1611,06/01/2023,2068
1612,06/02/2023,1837
1613,06/03/2023,984
1614,06/04/2023,1278
1615,06/05/2023,2232
1616,06/06/2023,2207
1617,06/07/2023,2849
1618,06/08/2023,1196
1619,06/09/2023,1803
1620,06/10/2023,730
1621,06/11/2023,1462
1622,06/12/2023,1910
1623,06/13/2023,2119
1624,06/14/2023,2419
1625,06/15/2023,2341
1626,06/16/2023,2576
1627,06/17/2023,964
1628,06/18/2023,1161
1629,06/19/2023,826
1630,06/20/2023,1970
1631,06/21/2023,2928
1632,06/22/2023,1954
1633,06/23/2023,1889
1634,06/24/2023,1068
1635,06/25/2023,1193
1636,06/26/2023,2167
1637,06/27/2023,2045
1638,06/28/2023,2740
1639,06/29/2023,2146
1640,06/30/2023,2895
1641,07/01/2023,563
1642,07/02/2023,1058
1643,07/03/2023,2059
1644,07/04/2023,520
1645,07/05/2023,2570
1646,07/06/2023,2082
1647,07/07/2023,1723
1648,07/08/2023,1062
1649,07/09/2023,1521
1650,07/10/2023,1698
1651,07/11/2023,2202
1652,07/12/2023,2661
1653,07/13/2023,2703
1654,07/14/2023,2720
1655,07/15/2023,970
1656,07/16/2023,964
1657,07/17/2023,1952
1658,07/18/2023,2689
1659,07/19/2023,2471
1660,07/20/2023,2160
1661,07/21/2023,2176
1662,07/22/2023,938
1663,07/23/2023,1739
1664,07/24/2023,2279
1665,07/25/2023,1754
1666,07/26/2023,1991
1667,07/27/2023,2470
1668,07/28/2023,2965
1669,07/29/2023,1087
1670,07/30/2023,1103
1671,07/31/2023,2210
1672,08/01/2023,2412
1673,08/02/2023,3674
1674,08/03/2023,1883
1675,08/04/2023,2443
1676,08/05/2023,1006
1677,08/06/2023,1359
1678,08/07/2023,2633
1679,08/08/2023,2466
1680,08/09/2023,2414
1681,08/10/2023,2294
1682,08/11/2023,2541
1683,08/12/2023,1232
1684,08/13/2023,1138
1685,08/14/2023,1991
1686,08/15/2023,2217
1687,08/16/2023,2871
1688,08/17/2023,1407
1689,08/18/2023,2613
1690,08/19/2023,1109
1691,08/20/2023,1328
1692,08/21/2023,2374
1693,08/22/2023,2011
1694,08/23/2023,2724
1695,08/24/2023,1587
1696,08/25/2023,1874
1697,08/26/2023,1105
1698,08/27/2023,1303
1699,08/28/2023,1927
1700,08/29/2023,2197
1701,08/30/2023,2371
1702,08/31/2023,2485
1703,09/01/2023,2363
1704,09/02/2023,1208
1705,09/03/2023,1322
1706,09/04/2023,1682
1707,09/05/2023,1736
1708,09/06/2023,3052
1709,09/07/2023,2207
1710,09/08/2023,2389
1711,09/09/2023,1183
1712,09/10/2023,788
1713,09/11/2023,2284
1714,09/12/2023,2495
1715,09/13/2023,2640
1716,09/14/2023,2643
1717,09/15/2023,1975
1718,09/16/2023,1046
1719,09/17/2023,1193
1720,09/18/2023,2522
1721,09/19/2023,2042
1722,09/20/2023,2151
1723,09/21/2023,3530
1724,09/22/2023,2894
1725,09/23/2023,1297
1726,09/24/2023,1267
1727,09/25/2023,2673
1728,09/26/2023,2894
1729,09/27/2023,3024
1730,09/28/2023,2355
1731,09/29/2023,2291
1732,09/30/2023,1327
1733,10/01/2023,3396
1734,10/02/2023,3909
1735,10/03/2023,2947
1736,10/04/2023,3348
1737,10/05/2023,3251
1738,10/06/2023,3237
1739,10/07/2023,1102
1740,10/08/2023,1960
1741,10/09/2023,1406
1742,10/10/2023,3358
1743,10/11/2023,3330
1744,10/12/2023,2350
1745,10/13/2023,2689
1746,10/14/2023,1601
1747,10/15/2023,1550
1748,10/16/2023,2571
1749,10/17/2023,2160
1750,10/18/2023,3374
1751,10/19/2023,2609
1752,10/20/2023,2772
1753,10/21/2023,1416
1754,10/22/2023,1696
1755,10/23/2023,2494
1756,10/24/2023,2348
1757,10/25/2023,2867
1758,10/26/2023,2810
1759,10/27/2023,2313
1760,10/28/2023,1499
1761,10/29/2023,1530
1762,10/30/2023,1974
1763,10/31/2023,2308
1764,11/01/2023,2463
1765,11/02/2023,3225
1766,11/03/2023,2928
1767,11/04/2023,1171
1768,11/05/2023,1356
1769,11/06/2023,2676
1770,11/07/2023,954
1771,11/08/2023,3668
1772,11/09/2023,2423
1773,11/10/2023,1315
1774,11/11/2023,1232
1775,11/12/2023,1536
1776,11/13/2023,2120
1777,11/14/2023,2336
1778,11/15/2023,10716
1779,11/16/2023,9093
1780,11/17/2023,9708
1781,11/18/2023,1104
1782,11/19/2023,1520
1783,11/20/2023,9505
1784,11/21/2023,9509
1785,11/22/2023,10796
1786,11/23/2023,345
1787,11/24/2023,8994
1788,11/25/2023,1471
1789,11/26/2023,1484
1790,11/27/2023,9119
1791,11/28/2023,9434
1792,11/29/2023,10454
1793,11/30/2023,5597
1794,12/01/2023,2764
1795,12/02/2023,1479
1796,12/03/2023,1624
1797,12/04/2023,2385
1798,12/05/2023,2605
1799,12/06/2023,3663
1800,12/07/2023,3119
1801,12/08/2023,2272
1802,12/09/2023,1421
1803,12/10/2023,1714
1804,12/11/2023,1843
1805,12/12/2023,2070
1806,12/13/2023,2609
1807,12/14/2023,2799
1808,12/15/2023,2614
1809,12/16/2023,1060
1810,12/17/2023,1129
1811,12/18/2023,2290
1812,12/19/2023,2736
1813,12/20/2023,2918
1814,12/21/2023,2168
1815,12/22/2023,2369
1816,12/23/2023,1588
1817,12/24/2023,979
1818,12/25/2023,222
1819,12/26/2023,1755
1820,12/27/2023,3879
1821,12/28/2023,2545
1822,12/29/2023,2518
1823,12/30/2023,1455
1824,12/31/2023,946
1825,01/01/2024,415
1826,01/02/2024,2707
1827,01/03/2024,3428
1828,01/04/2024,2580
1829,01/05/2024,2657
1830,01/06/2024,2731
1831,01/07/2024,1531
1832,01/08/2024,2407
1833,01/09/2024,2394
1834,01/10/2024,4446
1835,01/11/2024,2945
1836,01/12/2024,3419
1837,01/13/2024,1260
1838,01/14/2024,1130
1839,01/15/2024,1474
1840,01/16/2024,2458
1841,01/17/2024,3569
1842,01/18/2024,2917
1843,01/19/2024,2481
1844,01/20/2024,1931
1845,01/21/2024,2570
1846,01/22/2024,2655
1847,01/23/2024,2927
1848,01/24/2024,3695
1849,01/25/2024,2578
1850,01/26/2024,2868
1851,01/27/2024,1691
1852,01/28/2024,1416
1853,01/29/2024,2025
1854,01/30/2024,3159
1855,01/31/2024,3858
1856,02/01/2024,2756
1857,02/02/2024,3163
1858,02/03/2024,1409
1859,02/04/2024,1985
1860,02/05/2024,1954
1861,02/06/2024,2501
1862,02/07/2024,3507
1863,02/08/2024,2651
1864,02/09/2024,2639
1865,02/10/2024,1482
1866,02/11/2024,1329
1867,02/12/2024,2749
1868,02/13/2024,2775
1869,02/14/2024,2995
1870,02/15/2024,2388
1871,02/16/2024,2335
1872,02/17/2024,1880
1873,02/18/2024,1605
1874,02/19/2024,1810
1875,02/20/2024,2386
1876,02/21/2024,3221
1877,02/22/2024,3059
1878,02/23/2024,2411
1879,02/24/2024,750
1880,02/25/2024,1376
1881,02/26/2024,2905
1882,02/27/2024,2084
1883,02/28/2024,3395
1884,02/29/2024,2090
1885,03/01/2024,2616
1886,03/02/2024,1290
1887,03/03/2024,1667
1888,03/04/2024,2684
1889,03/05/2024,2498
1890,03/06/2024,3159
1891,03/07/2024,2590
1892,03/08/2024,2841
1893,03/09/2024,1202
1894,03/10/2024,1155
1895,03/11/2024,2165
1896,03/12/2024,3210
1897,03/13/2024,3293
1898,03/14/2024,2666
1899,03/15/2024,2520
1900,03/16/2024,1373
1901,03/17/2024,1791
1902,03/18/2024,2438
1903,03/19/2024,2468
1904,03/20/2024,4060
1905,03/21/2024,2507
1906,03/22/2024,2472
1907,03/23/2024,1578
1908,03/24/2024,1961
1909,03/25/2024,2969
1910,03/26/2024,2842
1911,03/27/2024,3197
1912,03/28/2024,2401
1913,03/29/2024,2583
1914,03/30/2024,1289
1915,03/31/2024,1701
1916,04/01/2024,10061
1917,04/02/2024,9630
1918,04/03/2024,10619
1919,04/04/2024,2548
1920,04/05/2024,3175
1921,04/06/2024,1091
1922,04/07/2024,1230
1923,04/08/2024,9639
1924,04/09/2024,9427
1925,04/10/2024,10204
1926,04/11/2024,10004
1927,04/12/2024,9873
1928,04/13/2024,1697
1929,04/14/2024,1135
1930,04/15/2024,9522
1931,04/16/2024,9709
1932,04/17/2024,9816
1933,04/18/2024,3106
1934,04/19/2024,2855
1935,04/20/2024,1756
1936,04/21/2024,1557
1937,04/22/2024,3085
1938,04/23/2024,2523
1939,04/24/2024,3507
1940,04/25/2024,2625
1941,04/26/2024,2082
1942,04/27/2024,1249
1943,04/28/2024,1710
1944,04/29/2024,2267
1945,04/30/2024,2856
1946,05/01/2024,3175
1947,05/02/2024,2726
1948,05/03/2024,2672
1949,05/04/2024,1188
1950,05/05/2024,1205
1951,05/06/2024,2407
1952,05/07/2024,1972
1953,05/08/2024,3641
1954,05/09/2024,2038
1955,05/10/2024,2499
1956,05/11/2024,1623
1957,05/12/2024,1547
1958,05/13/2024,2470
1959,05/14/2024,2273
1960,05/15/2024,3668
1961,05/16/2024,2288
1962,05/17/2024,3223
1963,05/18/2024,1547
1964,05/19/2024,1310
1965,05/20/2024,3029
1966,05/21/2024,2551
1967,05/22/2024,3222
1968,05/23/2024,2334
1969,05/24/2024,2571
1970,05/25/2024,1082
1971,05/26/2024,1388
1972,05/27/2024,1421
1973,05/28/2024,2254
1974,05/29/2024,3333
1975,05/30/2024,2131
1976,05/31/2024,2948
1977,06/01/2024,1487
1978,06/02/2024,1539
1979,06/03/2024,2876
1980,06/04/2024,3175
1981,06/05/2024,3266
1982,06/06/2024,2272
1983,06/07/2024,2550
1984,06/08/2024,2087
1985,06/09/2024,1662
1986,06/10/2024,2311
1987,06/11/2024,2888
1988,06/12/2024,4120
1989,06/13/2024,2665
1990,06/14/2024,2691
1991,06/15/2024,950
1992,06/16/2024,1314
1993,06/17/2024,2554
1994,06/18/2024,2655
1995,06/19/2024,1434
1996,06/20/2024,2058
1997,06/21/2024,2349
1998,06/22/2024,1817
1999,06/23/2024,1440
2000,06/24/2024,2673
2001,06/25/2024,2143
2002,06/26/2024,2814
2003,06/27/2024,2704
2004,06/28/2024,3405
2005,06/29/2024,907
2006,06/30/2024,1467
2007,07/01/2024,2714
2008,07/02/2024,3355
2009,07/03/2024,3166
2010,07/04/2024,1763
2011,07/05/2024,2037
2012,07/06/2024,1904
2013,07/07/2024,1844
2014,07/08/2024,2287
2015,07/09/2024,2337
2016,07/10/2024,3026
2017,07/11/2024,904
2018,07/12/2024,354
2019,07/14/2024,931
2020,07/15/2024,3448
2021,07/16/2024,3302
2022,07/17/2024,3882
2023,07/18/2024,3026
2024,07/19/2024,1099
2025,07/20/2024,1921
2026,07/21/2024,1829
2027,07/22/2024,1795
2028,07/23/2024,2348
2029,07/24/2024,3669
2030,07/25/2024,2510
2031,07/26/2024,2830
2032,07/27/2024,1285
2033,07/28/2024,1429
2034,07/29/2024,3514
2035,07/30/2024,2763
2036,07/31/2024,3043
2037,08/01/2024,2439
2038,08/02/2024,2875
2039,08/03/2024,1057
2040,08/04/2024,1582
2041,08/05/2024,2257
2042,08/06/2024,2258
2043,08/07/2024,3409
2044,08/08/2024,2099
2045,08/09/2024,2914
2046,08/10/2024,1325
2047,08/11/2024,1382
2048,08/12/2024,3142
2049,08/13/2024,3289
2050,08/14/2024,3558
2051,08/15/2024,3661
2052,08/16/2024,2530
2053,08/17/2024,1579
2054,08/18/2024,1057
2055,08/19/2024,2781
2056,08/20/2024,2748
2057,08/21/2024,3617
2058,08/22/2024,2834
2059,08/23/2024,2701
2060,08/24/2024,990
2061,08/25/2024,775
2062,08/26/2024,2464
2063,08/27/2024,1933
2064,08/28/2024,2877
2065,08/29/2024,2227
2066,08/30/2024,3778
2067,08/31/2024,1783
2068,09/01/2024,1384
2069,09/02/2024,1470
2070,09/03/2024,3406
2071,09/04/2024,3359
2072,09/05/2024,2663
2073,09/06/2024,2958
2074,09/07/2024,1204
2075,09/08/2024,1308
2076,09/09/2024,2602
2077,09/10/2024,2482
2078,09/11/2024,3582
2079,09/12/2024,2216
2080,09/13/2024,2761
2081,09/14/2024,1729
2082,09/15/2024,2304
2083,09/16/2024,2718
2084,09/17/2024,2365
2085,09/18/2024,3235
2086,09/19/2024,3285
2087,09/20/2024,3223
2088,09/21/2024,1577
2089,09/22/2024,1495
2090,09/23/2024,2424
2091,09/24/2024,2720
2092,09/25/2024,4209
2093,09/26/2024,2552
2094,09/27/2024,2689
2095,09/28/2024,1556
2096,09/29/2024,1669
2097,09/30/2024,2034
2098,10/01/2024,2299
2099,10/02/2024,2618
2100,10/03/2024,3087
2101,10/04/2024,2574
2102,10/05/2024,1552
2103,10/06/2024,1740
2104,10/07/2024,1650
2105,10/08/2024,4312
2106,10/09/2024,3114
2107,10/10/2024,2636
2108,10/11/2024,1975
2109,10/12/2024,1817
2110,10/13/2024,1886
2111,10/14/2024,1572
2112,10/15/2024,2382
2113,10/16/2024,3565
2114,10/17/2024,2467
2115,10/18/2024,2561
2116,10/19/2024,995
2117,10/20/2024,1095
2118,10/21/2024,2012
2119,10/22/2024,3118
2120,10/23/2024,3595
2121,10/24/2024,2972
2122,10/25/2024,2558
2123,10/26/2024,1755
2124,10/27/2024,1500
2125,10/28/2024,1898
2126,10/29/2024,2488
2127,10/30/2024,3504
2128,10/31/2024,2735
2129,11/01/2024,2726
2130,11/02/2024,1434
2131,11/03/2024,1187
2132,11/04/2024,2839
2133,11/05/2024,767
2134,11/06/2024,3950
2135,11/07/2024,2236
2136,11/08/2024,2823
2137,11/09/2024,1296
2138,11/10/2024,1558
2139,11/11/2024,1355
2140,11/12/2024,2187
2141,11/13/2024,2834
2142,11/14/2024,2782
2143,11/15/2024,1890
2144,11/16/2024,1486
2145,11/17/2024,1261
2146,11/18/2024,3320
2147,11/19/2024,2297
2148,11/20/2024,2918
2149,11/21/2024,2169
2150,11/22/2024,9771
2151,11/23/2024,1327
2152,11/24/2024,1744
2153,11/25/2024,9175
2154,11/26/2024,9512
2155,11/27/2024,10799
2156,11/28/2024,1461
2157,11/29/2024,9624
2158,11/30/2024,1583
2159,12/01/2024,1420
2160,12/02/2024,10326
2161,12/03/2024,10125
2162,12/04/2024,10562
2163,12/05/2024,8585
2164,12/06/2024,2502
2165,12/07/2024,2107
2166,12/08/2024,1193
2167,12/09/2024,2677
2168,12/10/2024,2298
2169,12/11/2024,4034
2170,12/12/2024,2238
2171,12/13/2024,2609
2172,12/14/2024,1092
2173,12/15/2024,1671
2174,12/16/2024,2854
2175,12/17/2024,2716
2176,12/18/2024,2476
2177,12/19/2024,2210
2178,12/20/2024,1980
2179,12/21/2024,1542
2180,12/22/2024,2189
2181,12/23/2024,2215
2182,12/24/2024,1728
2183,12/25/2024,362
2184,12/26/2024,2499
2185,12/27/2024,2233
2186,12/28/2024,1362
2187,12/29/2024,1094
2188,12/30/2024,2718
2189,12/31/2024,1956
